Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F7: 126, Sample","Abundances (Normalized): F7: 127N, Sample","Abundances (Normalized): F7: 127C, Sample","Abundances (Normalized): F7: 128N, Sample","Abundances (Normalized): F7: 128C, Sample","Abundances (Normalized): F7: 129N, Sample","Abundances (Normalized): F7: 129C, Sample","Abundances (Normalized): F7: 130N, Sample","Abundances (Normalized): F7: 130C, Sample","Abundances (Normalized): F7: 131N, Sample","Abundances (Normalized): F7: 131C, Sample","Abundance: F7: 126, Sample","Abundance: F7: 127N, Sample","Abundance: F7: 127C, Sample","Abundance: F7: 128N, Sample","Abundance: F7: 128C, Sample","Abundance: F7: 129N, Sample","Abundance: F7: 129C, Sample","Abundance: F7: 130N, Sample","Abundance: F7: 130C, Sample","Abundance: F7: 131N, Sample","Abundance: F7: 131C, Sample","Found in Sample: [S67] F7: 126, Sample","Found in Sample: [S69] F7: 127C, Sample","Found in Sample: [S68] F7: 127N, Sample","Found in Sample: [S71] F7: 128C, Sample","Found in Sample: [S70] F7: 128N, Sample","Found in Sample: [S73] F7: 129C, Sample","Found in Sample: [S72] F7: 129N, Sample","Found in Sample: [S75] F7: 130C, Sample","Found in Sample: [S74] F7: 130N, Sample","Found in Sample: [S77] F7: 131C, Sample","Found in Sample: [S76] F7: 131N, Sample",# Protein Groups
FALSE,High,Master Protein,P31323,cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2B PE=1 SV=3,0,FALSE,121.336,47,19,44,16,418,46.3,4.92,155.15,19,0,6,13287.6,11959,11452,11685.1,12620.6,12113.4,11236.2,12074.5,11882.4,9437,9293,5684.3,9720.8,9568.9,10890.2,9575.8,10053.1,8537.2,8709.8,9331.7,9437,7928.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y376,Calcium-binding protein 39 OS=Homo sapiens OX=9606 GN=CAB39 PE=1 SV=1,0,FALSE,121.322,61,28,69,23,341,39.8,6.89,209.57,28,0,5,16703.8,16874.6,17173.9,16374.9,17081.6,16007.2,16790.9,17413.3,16524.9,9213.7,9473.1,7145.8,13716.5,14349.9,15260.9,12960.5,13284.7,12757.6,12560.8,12977.7,9213.7,8082,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O95817,BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3,0,FALSE,121.302,38,21,40,21,575,61.6,6.95,134.05,21,0,0,4671.7,4716.7,4271.2,4432.2,4208.4,4830.6,4590.2,4781,4874.8,3490.6,3659.2,1998.5,3834,3568.8,4130.7,3193.1,4009,3487.6,3448.7,3828.3,3490.6,3121.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P29218,Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1,0,FALSE,121.251,60,19,46,19,277,30.2,5.26,162.25,19,0,0,15599.3,14571.4,14837.3,13692.8,14486.2,14247.2,14752.3,15073,14432,7317.4,7572.2,6673.2,11844.3,12397.5,12761.3,10991.3,11824,11208.7,10872.7,11334.1,7317.4,6460.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8N543,Prolyl 3-hydroxylase OGFOD1 OS=Homo sapiens OX=9606 GN=OGFOD1 PE=1 SV=1,0,FALSE,121.238,41,23,52,23,542,63.2,5.11,198.43,23,0,0,9028.1,10960.4,11073.4,10757.7,10423.2,10403.8,11161,11449.9,10190.6,7884.2,7991.8,3862.1,8909.2,9252.5,10025.8,7908.5,8634.3,8480,8259.2,8003.1,7884.2,6818.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9UKK9,ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1,0,FALSE,121.154,58,11,89,11,219,24.3,4.94,347.57,11,0,0,12613.7,14447.9,14891.5,13594.2,15359.4,13981.3,14399.7,14686.1,13845.1,8956,9285.7,5396,11743.9,12442.7,12669.4,11653.8,11603.4,10940.7,10593.6,10873.1,8956,7922.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9UQ80,Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3,0,FALSE,121.151,57,22,64,22,394,43.8,6.55,221.84,22,0,0,10322.3,11963,11354.4,13409.6,10972.1,11438.1,10850,10201.8,11837.2,15049.9,14984.4,4415.8,9724.1,9487.3,12497.3,8325,9492.7,8243.8,7358.9,9296.2,15049.9,12784,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q08752,Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3,0,FALSE,121.033,61,24,37,23,370,40.7,7.21,127.07,24,0,0,5452.9,6421.2,6061.4,7068,5915.7,6048.5,6130.8,4297.9,5991.7,22359.5,21490.9,2332.7,5219.4,5064.7,6587.2,4488.5,5019.8,4658.1,3100.3,4705.6,22359.5,18335,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8N163,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2,0,FALSE,120.842,33,26,45,26,923,102.8,5.22,139.54,26,0,0,3814.8,3529.2,3323.7,3984.7,3364.8,3661.2,3474.7,2357.1,3610.4,14040.4,14156.5,1631.9,2868.7,2777.2,3713.6,2553,3038.5,2640.1,1700.3,2835.4,14040.4,12077.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P62701,"40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",0,FALSE,120.679,67,23,70,23,263,29.6,10.15,208.98,23,0,0,14387.4,16052.6,15180,16405.4,15238.2,13776,14747,14290.8,15443.7,9438.9,9773.9,6154.8,13048.3,12683.9,15289.4,11561.8,11433,11204.6,10308.5,12128.6,9438.9,8338.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13547,Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1,0,FALSE,120.673,49,19,39,12,482,55.1,5.48,142.9,19,0,7,9712.3,12921.7,4202.1,11579.2,13863,4105.7,4041.8,13531.1,13596.8,7883,7772.3,4154.8,10503.4,3511.1,10791.4,10518.4,3407.4,3070.9,9760.5,10678.1,7883,6630.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y4X5,E3 ubiquitin-protein ligase ARIH1 OS=Homo sapiens OX=9606 GN=ARIH1 PE=1 SV=2,0,FALSE,120.62,43,22,46,22,557,64.1,5.08,161.34,22,0,0,8363.7,7754,7872,7689,7662.8,7723.2,7630.5,8176.7,7948.3,5601.2,5533.6,3577.9,6302.8,6577.6,7165.9,5814.1,6409.7,5797.6,5898.1,6242.2,5601.2,4721,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P23193,Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1 PE=1 SV=2,0,FALSE,120.121,61,21,40,21,301,33.9,8.38,135.07,21,0,0,8051.4,8243.3,7351.7,8265.8,7469.2,8218.4,8444.3,7703.7,8754.4,9768.4,9675.8,3444.3,6700.6,6142.8,7703.5,5667.2,6820.6,6415.9,5557,6875.2,9768.4,8254.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9ULA0,Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=2,0,FALSE,120.04,43,18,39,18,485,53.4,7.58,135.33,18,0,0,4950.3,5370.5,5267.8,5271.3,5113.9,5497.4,5530,5470.3,5327.5,3323.4,3350.8,2117.7,4365.4,4401.6,4912.7,3880.1,4562.4,4201.6,3945.9,4183.9,3323.4,2858.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O00160,Unconventional myosin-If OS=Homo sapiens OX=9606 GN=MYO1F PE=1 SV=3,0,FALSE,119.976,31,35,51,35,1098,124.8,9.11,131.11,35,0,0,11184,8950.4,8490.3,8696.5,8490.5,7976.6,8645.6,8856.4,9026.5,9139.7,9618.8,4784.4,7275.3,7094.2,8104.9,6442.1,6619.9,6568.9,6388.5,7088.9,9139.7,8206.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NQR4,Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1,0,FALSE,119.957,79,18,35,18,276,30.6,7.21,140.28,18,0,0,8657,9232.6,8717.6,8926.1,8466.2,8984,9377.9,9492.5,9130,6804,6838.8,3703.4,7504.7,7284.1,8318.9,6423.7,7456,7125.2,6847.3,7170.2,6804,5834.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q04446,"1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3",0,FALSE,119.923,40,24,40,24,702,80.4,6.32,129.22,24,0,0,9549.6,8334.3,7867.8,8812.6,8142.6,8431.7,8303.3,8052.8,8484.1,14592.5,14451.7,4085.2,6774.6,6574,8213.1,6178.2,6997.6,6308.8,5808.8,6662.9,14592.5,12329.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P31350,Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1,0,FALSE,119.814,48,19,34,15,389,44.8,5.38,115.76,19,0,4,7798.5,7921.7,8189.2,7969.1,7808.7,7890.3,7927.9,8106.1,7710.8,5863.8,5895.3,3336.1,6439.1,6842.6,7427,5924.8,6548.3,6023.6,5847.2,6055.6,5863.8,5029.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P27694,Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2,0,FALSE,119.804,35,21,30,21,616,68.1,7.21,105.66,21,0,0,4469.8,4611.3,4403.9,5322.5,4383.3,4477.2,4356.8,3152.5,4469.2,16744.9,17386.7,1912.1,3748.3,3679.7,4960.4,3325.8,3715.7,3310.3,2274,3509.8,16744.9,14833.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O75312,Zinc finger protein ZPR1 OS=Homo sapiens OX=9606 GN=ZPR1 PE=1 SV=1,0,FALSE,119.671,48,20,42,20,459,50.9,4.73,154.54,20,0,0,9057.8,8629.8,8614.3,8235.5,8152.7,8275.3,8586.5,8918.8,9011.8,5729.1,5791.7,3874.8,7014.7,7197.8,7675.2,6185.8,6867.8,6524,6433.4,7077.4,5729.1,4941.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NRR5,Ubiquilin-4 OS=Homo sapiens OX=9606 GN=UBQLN4 PE=1 SV=2,0,FALSE,119.393,32,16,41,11,601,63.8,5.22,136.98,16,0,8,6489.7,5866.3,6002.1,5708.6,6575.4,5989.1,5938.1,6312.4,6017.8,4196.6,4257.3,2776.2,4768.4,5015.1,5320.2,4989,4970.4,4511.7,4553.4,4726,4196.6,3632.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O43852,Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2,0,FALSE,119.369,58,20,40,20,315,37.1,4.64,159.97,20,0,0,7230.1,8620.1,8685.4,8534.5,8766.2,8355.2,8369.7,9003.7,9218.4,6575.5,7063.7,3093,7006.8,7257.2,7953.9,6651.3,6934.1,6359.2,6494.7,7239.6,6575.5,6026.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q7Z3T8,Zinc finger FYVE domain-containing protein 16 OS=Homo sapiens OX=9606 GN=ZFYVE16 PE=1 SV=3,0,FALSE,119.246,21,27,39,27,1539,168.8,4.82,116.87,27,0,0,6365.4,6340.7,6433.7,6183.4,6444.2,6599.9,6244.4,6820.3,6217.2,4944.2,4873,2723,5154,5375.7,5762.7,4889.5,5477.3,4744.4,4919.7,4882.6,4944.2,4157.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P26583,High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2,0,FALSE,119.001,51,17,59,13,209,24,7.81,153.89,17,0,1,8355.5,10768.7,10342.3,10449.9,10131.4,10404.6,11251,11024.3,10302.8,7683.2,7981.3,3574.4,8753.3,8641.7,9739,7687.1,8635,8548.4,7952.2,8091.2,7683.2,6809.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P06132,Uroporphyrinogen decarboxylase OS=Homo sapiens OX=9606 GN=UROD PE=1 SV=2,0,FALSE,118.813,56,14,62,14,367,40.8,6.14,220.6,14,0,0,10921.4,8580.1,8866,8672.8,9136.5,9023.9,9118.5,9401.5,8860.4,5740.9,5689.1,4672.1,6974.3,7408.1,8082.8,6932.3,7489.1,6928.2,6781.6,6958.4,5740.9,4853.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q15654,Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3,0,FALSE,118.68,45,15,27,15,476,50.3,7.37,108.17,15,0,0,3199.9,2651.6,2665.9,2632.2,2523.3,3028.9,2865.7,2820.7,2596,3087.5,3106.9,1368.9,2155.3,2227.5,2453.2,1914.5,2513.7,2177.3,2034.7,2038.8,3087.5,2650.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P34896,"Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",0,FALSE,118.17,50,23,50,21,483,53,7.71,165.22,23,0,0,9006.4,7878.9,7755.5,7554.3,7931.4,7687.7,7716.6,8021.7,7749.5,4893.7,4976.3,3852.8,6404.4,6480.2,7040.3,6017.9,6380.2,5863,5786.3,6086,4893.7,4245.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q53H82,Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2,0,FALSE,117.736,64,16,40,16,288,32.8,6.8,162.21,16,0,0,9168.2,8802.6,8847.7,8405.2,8767.9,8764.1,9351.5,9360.6,8803.2,5221.5,5303.3,3922.1,7155.2,7392.8,7833.4,6652.6,7273.5,7105.1,6752.1,6913.6,5221.5,4524.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BWE0,Replication initiator 1 OS=Homo sapiens OX=9606 GN=REPIN1 PE=1 SV=1,0,FALSE,117.592,50,22,35,22,567,63.5,9.98,140.06,22,0,0,5011.3,3984.9,3790.4,3845.4,4002.6,3806.3,3999.1,4168.4,3762.6,3069.5,3036,2143.8,3239.2,3167.1,3583.8,3036.9,3158.9,3038.5,3006.8,2954.9,3069.5,2590.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NY27,Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PPP4R2 PE=1 SV=3,0,FALSE,117.205,54,18,35,18,417,46.9,4.54,124.61,18,0,0,3278.6,4362.7,4253.4,4190.1,4102.8,4364,4354.7,4721.3,4379.5,3484,3594,1402.5,3546.2,3554,3905,3113,3621.8,3308.7,3405.6,3439.4,3484,3066.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q96DG6,Carboxymethylenebutenolidase homolog OS=Homo sapiens OX=9606 GN=CMBL PE=1 SV=1,0,FALSE,117.033,66,21,81,21,245,28,7.18,244.91,21,0,0,14665.2,15260.1,14947,14573.5,15855.6,15569.1,15583.6,16551.5,15444.1,9822.1,9812.7,6273.6,12404.2,12489.2,13582.1,12030.3,12921.1,11840.2,11939.2,12128.9,9822.1,8371.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P24928,DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2,0,FALSE,116.984,19,35,43,35,1970,217,7.37,113.48,35,0,0,6727.2,6163.1,5712.1,6129.3,5731.4,6263.7,6118.3,6110.3,6357.3,6802,6794.4,2877.8,5009.7,4772.9,5712.4,4348.7,5198.4,4648.6,4407.6,4992.7,6802,5796.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O43148,mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1,0,FALSE,116.76,43,22,33,22,476,54.8,6.61,127.69,22,0,0,7525.9,8861,8674.6,8648.3,8746.9,8719.6,9172.4,9615.6,8684,6028.6,5939.1,3219.5,7202.7,7248.2,8060,6636.6,7236.6,6969.1,6936,6819.9,6028.6,5067,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P10768,S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2,0,FALSE,116.754,58,14,56,14,282,31.4,7.02,214.02,14,0,0,11625.7,11152.1,11305.8,10577.7,11629.9,11522.5,11520.9,11596.1,10557.2,7199.6,7042.7,4973.4,9065,9446.7,9858.1,8824.1,9562.7,8753.5,8364.7,8291,7199.6,6008.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q01433,AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2,0,FALSE,116.647,33,30,46,29,879,100.6,6.93,135.24,30,0,1,9996.8,9592.3,8971.7,9147.5,8810.4,9261.3,9307,9576.4,9917.4,6191.7,6248.8,4276.5,7797.1,7496.4,8525.2,6684.8,7686.1,7071.4,6907.8,7788.5,6191.7,5331.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P35813,Protein phosphatase 1A OS=Homo sapiens OX=9606 GN=PPM1A PE=1 SV=1,0,FALSE,116.618,57,18,36,15,382,42.4,5.36,129.14,18,0,0,3632.1,4042.1,4233.4,4175.7,4223.7,4281.8,4547.2,4528.1,4310.6,2744.6,2797.4,1553.8,3285.6,3537.2,3891.7,3204.7,3553.5,3454.9,3266.3,3385.3,2744.6,2386.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q06323,Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,0,FALSE,116.377,67,20,40,20,249,28.7,6.02,134.81,20,0,0,6228.6,6755,6821,6840.5,6508.2,7220.4,6904.4,7302.8,7681.5,4209.5,4481.9,2664.5,5490.8,5699.4,6375.2,4938.1,5992.3,5245.9,5267.8,6032.6,4209.5,3823.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P15374,Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens OX=9606 GN=UCHL3 PE=1 SV=1,0,FALSE,116.241,64,13,24,13,230,26.2,4.92,93.63,13,0,0,2143.5,2582,2561.5,2613.5,2468.5,2414.1,2530.8,2621.3,2592.5,2937.2,3091.1,917,2098.7,2140.3,2435.7,1872.9,2003.5,1922.9,1890.8,2036,2937.2,2637.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9H7D7,WD repeat-containing protein 26 OS=Homo sapiens OX=9606 GN=WDR26 PE=1 SV=3,0,FALSE,116.108,41,21,30,21,661,72.1,6.16,112.13,21,0,0,5566.5,6039.2,5694.1,6544,5483.5,5740.5,5542.7,5165,5831.8,8058.6,7959.9,2381.3,4909,4757.8,6098.8,4160.5,4764.2,4211.3,3725.7,4579.9,8058.6,6791,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8TBC4,NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=2,0,FALSE,115.914,52,21,34,21,463,51.8,5.45,126.54,21,0,0,5216.2,4270.2,4166.3,4478.4,4081.1,4215.5,4373.4,4251.1,4145,4911.4,4742.8,2231.4,3471.1,3481.2,4173.7,3096.5,3498.6,3322.8,3066.5,3255.2,4911.4,4046.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P35609,Alpha-actinin-2 OS=Homo sapiens OX=9606 GN=ACTN2 PE=1 SV=1,0,FALSE,115.809,17,18,47,2,894,103.8,5.45,143.53,18,0,0,626,564.5,589.1,585.6,578.8,637.9,652.1,617.9,578,442.8,386.7,267.8,458.8,492.2,545.7,439.2,529.4,495.5,445.7,454,442.8,329.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q01105,Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3,0,FALSE,115.79,37,14,65,14,290,33.5,4.32,247.8,14,0,0,10117.1,11940.7,12555.2,11247.3,12811.7,10712.5,11193.3,12739.8,11224.4,7672.5,8588.9,4328,9706,10490.6,10482.1,9720.7,8890.5,8504.6,9189.7,8815,7672.5,7327.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P11171,Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4,0,FALSE,115.779,33,24,41,23,864,97,5.58,136.53,24,0,1,5769.8,5396.7,5120.7,5792.4,5237.6,5482.5,5396.4,5200.9,5398.8,8292.1,8252.6,2468.3,4386.7,4278.7,5398.4,3974,4550,4100.1,3751.6,4239.9,8292.1,7040.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P07384,Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1,0,FALSE,115.684,39,29,53,29,714,81.8,5.67,167.23,29,0,0,15855.9,13257.1,14093.5,12374.1,13316.3,12048.6,12840.3,13721.6,12436.9,10068.5,9953.6,6783,10776,11776,11532.3,10103.6,9999.4,9756,9897.9,9767.2,10068.5,8491.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P20290,Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1,0,FALSE,115.455,68,17,39,16,206,22.2,9.38,171.78,17,0,1,5020.6,6315.1,6371.3,6296.3,6090.3,8017.7,6644.5,6980.9,6517,4172.4,3897.9,2147.8,5133.2,5323.6,5868,4621,6654,5048.4,5035.5,5118.1,4172.4,3325.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O95721,Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,0,FALSE,115.4,77,20,52,20,258,29,5.81,178.03,20,0,0,7574.3,8087.5,8007.9,8089.9,7466.1,8679.8,7860.6,8440.7,8624.9,6174.7,6348,3240.2,6573.9,6691.1,7539.5,5664.9,7203.5,5972.4,6088.6,6773.5,6174.7,5415.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P20618,Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,0,FALSE,115.221,50,14,54,14,241,26.5,8.13,191.14,14,0,0,13743.5,11495.9,12157.6,11433.7,13159.5,11912.7,10810.9,11514.6,11670.7,7769.1,7944.6,5879.3,9344.4,10158.5,10655.9,9984.7,9886.6,8214,8305.9,9165.5,7769.1,6778,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9UBB4,Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1,0,FALSE,115.164,45,20,40,20,475,53.5,5.25,131.99,20,0,0,5249.3,5460.3,5500.7,6415.3,5453.8,5507.7,5431.4,5264.3,5498.9,11446.4,11610.7,2245.6,4438.4,4596.2,5978.9,4138,4570.9,4126.7,3797.3,4318.5,11446.4,9905.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9Y570,Protein phosphatase methylesterase 1 OS=Homo sapiens OX=9606 GN=PPME1 PE=1 SV=3,0,FALSE,115.055,49,18,48,18,386,42.3,5.97,169.61,18,0,0,11019.6,10297.5,10233,9841.9,9801.3,9902.7,10326.6,10432.5,9660.1,6651.5,6480.5,4714.1,8370.3,8550.3,9172.4,7436.6,8218.5,7846,7525.4,7586.5,6651.5,5528.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O00629,Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1,0,FALSE,114.939,35,15,33,9,521,57.9,4.96,132.2,15,0,8,5556.5,6402.6,6293,6035.9,6209,5904,6156.5,6615.9,6370.7,4731.9,4950.9,2377,5204.3,5258.2,5625.3,4711,4899.8,4677.6,4772.3,5003.2,4731.9,4223.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P00568,Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3,0,FALSE,114.932,72,16,34,16,194,21.6,8.63,128.52,16,0,0,4475.3,4554.2,4433.7,5026.3,4613.2,4995,4711.5,4110.5,4508.8,12174.3,12324.1,1914.5,3701.9,3704.7,4684.4,3500.2,4145.5,3579.7,2965,3540.9,12174.3,10514.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8NBS9,Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,0,FALSE,114.842,43,20,42,20,432,47.6,5.97,150.34,20,0,0,7279.4,8678.3,8235.7,8687.9,7781.6,8695.6,8690.4,8701.7,7858.5,8101.4,7838.9,3114.1,7054.2,6881.4,8096.9,5904.2,7216.6,6602.9,6276.9,6171.6,8101.4,6687.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P43246,DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1,0,FALSE,114.686,29,25,43,25,934,104.7,5.77,135.97,25,0,0,7428.7,7618.5,7290.4,8679.3,7465.2,7593.5,7338.3,5538.7,7454.2,28232.2,27609.8,3177.9,6192.7,6091.6,8088.9,5664.2,6302,5575.6,3995.2,5854.1,28232.2,23555.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P50579,Methionine aminopeptidase 2 OS=Homo sapiens OX=9606 GN=METAP2 PE=1 SV=1,0,FALSE,114.318,45,17,33,17,478,52.9,5.82,113.27,17,0,0,4609.6,4909.5,4763.6,4779.1,4613.1,4734.6,4956.6,4973.5,5019.4,3699.3,3893.3,1972,3990.7,3980.3,4454,3500.1,3929.3,3766,3587.5,3942,3699.3,3321.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NQW7,Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=3,0,FALSE,114.116,39,23,41,22,623,69.9,5.67,141.47,23,0,0,9302.4,10241.2,9904.7,9865.9,8980.8,10055.6,10322.9,10166.1,9526.8,7416.3,7244.4,3979.5,8324.5,8276,9194.7,6814.1,8345.4,7843.2,7333.2,7481.8,7416.3,6180.6,High,High,High,High,High,High,High,High,High,High,High,1
